respnum,ccgid,runid,intdate,day,gate,barea,strata,peak,method,saq,airline,destination,flight,airline_code,dest_code,destgeo,destmark,arrtime,deptime,howlong,q2purp1,q2purp2,q2purp3,q3getto1,q3getto2,q3getto3,q3park,q4bags,q4store,q4food,q4wifi,q5timesflown,q5firsttime,q6longuse,q7art,q7food,q7store,q7sign,q7walkway,q7screens,q7infodown,q7infoup,q7wifi,q7roads,q7park,q7airtrain,q7ltparking,q7rental,q7all,q8suggest1,q8suggest2,q8suggest3,q8suggest4,q8suggest5,q9boarding,q9airtrain,q9rental,q9food,q9restroom,q9all,q9com1,q9com2,q9com3,q10safe,q10com1,q10com2,q10com3,q11tsapre,q12precheckrate,q12com1,q12com2,q12com3,q13county,q13getrate,q14find,q14passthru,q15problem,q15com1,q15com2,q15com3,netpro,q17live,q18city,q18state,q18zip,q18country,home,q20age,q21gender,q22income,q23fly,q24sjc,q24oak,lang,weight,promoter,netpro_type
1919,1825,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,12:20:00,15:05:00,164.9999999999999,1,,,4,,,,1,1,2,1,1,1,3,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,11,107.0,,,,4,3,2,4,3,3,0,,,5,2,,,2,,,,,1,5,5,4,1,44.0,,,9,3,ARIANA,,,TUNISIA,18,4,1,1,2,2,0,1,0.2863574857142857,1,2
1382,44,84,8,3,91,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,31,47,6,4,12:00:00,14:45:00,165.00000000000006,3,,,2,,,,1,1,1,1,3,1,2,6,3,4,4,4,4,4,4,5,5,4,6,6,6,4,101,,,,,5,6,6,5,3,4,0,,,5,1,,,2,,,,,25,1,5,4,1,45.0,,,9,3,PARIS,,,FRANCE,15,2,2,1,2,2,2,1,1.4869248022959185,1,2
808,1609,130,13,1,54,D,1,1,1,2,ALASKA,BALTIMORE,1126,7,6,2,2,07:05:00,09:05:00,120.00000000000006,4,,,2,,,,1,0,0,0,3,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,501,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,2,5,5,5,1,45.0,,,9,1,SAN RAMON,CA,94583.0,US,2,2,1,1,2,1,1,1,1.1063322096317278,1,2
2488,971,907,11,6,2,A,3,2,1,2,ALASKA,SALT LAKE CITY,744,7,55,1,2,17:10:00,19:30:00,139.99999999999997,3,,,2,,,,2,1,1,1,1,1,4,5,3,3,4,3,3,4,4,4,3,4,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,4,11,,,1,5.0,0.0,,,6,5,4,4,1,51.0,,,9,1,SAN MATEO,CA,94404.0,US,6,0,2,2,2,1,1,1,1.1063322096317278,1,2
2913,2164,185,18,6,97,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,29,27,7,4,14:30:00,18:15:00,225,1,,,3,,,,2,2,1,1,3,1,2,5,4,3,4,4,5,6,6,5,6,6,6,6,6,4,0,,,,,5,5,6,4,5,5,0,,,5,0,,,4,,,,,11,3,4,6,1,53.0,,,9,3,CORVALLIS,OR,97333.0,US,10,3,2,1,1,2,1,1,0.6704842228571428,1,2
3140,688,616,24,5,41,C,2,2,1,2,DELTA,SALT LAKE CITY,1241,16,55,1,2,15:00:00,16:45:00,104.99999999999994,2,3.0,,12,,,,2,1,1,1,3,1,1,3,3,3,4,4,4,3,3,4,4,6,6,6,6,4,151,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,3,3,4,5,1,53.0,,,9,3,NEWARK,DE,19711.0,US,12,3,2,3,2,2,2,1,1.1789460781249999,1,2
2320,808,537,16,4,8,A,3,3,1,2,QANTAS,SYDNEY,74,26,67,9,4,20:15:00,22:45:00,149.99999999999994,2,,,7,,,,1,2,2,1,1,1,4,5,6,0,4,4,4,4,4,4,6,6,6,6,6,4,202,206.0,23.0,,,4,6,6,6,4,4,1,,,4,0,,,2,,,,,5,3,5,1,1,61.0,,,9,3,SYDNEY,,,AUSTRALIA,19,7,1,1,2,2,2,1,0.6704842228571428,1,2
355,2591,62,4,6,53,D,1,1,1,2,ALASKA,NEWARK,1176,7,43,2,4,07:30:00,09:35:00,125.00000000000003,0,,,3,,,,2,2,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,BLANK,0,,,,,5,0,0,5,0,0,0,,,5,0,,,2,,,,,11,0,0,0,1,62.0,,,9,3,ALBUQUERQUE,NM,87110.0,US,10,7,2,2,2,2,2,1,1.1063322096317278,1,2
2212,824,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,14:10:00,17:30:00,199.99999999999994,1,2.0,,2,,,,1,2,2,2,1,1,4,6,6,6,6,4,4,6,6,6,6,6,6,6,6,4,10,,,,,5,6,6,6,5,5,0,,,5,0,,,1,5.0,16.0,,,18,4,4,5,1,62.0,,,9,2,SALINAS,CA,93907.0,US,10,7,2,0,2,1,2,1,0.6704842228571428,1,2
2416,872,530,16,4,98,G,3,3,1,2,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,18:30:00,21:40:00,189.99999999999997,3,,,2,,,,1,2,1,1,1,1,2,6,4,3,4,4,4,6,6,5,4,6,6,6,6,4,0,,,,,4,6,6,6,6,4,0,,,3,0,,,2,,,,,5,1,4,3,1,73.0,,,9,0,,,,,99,5,2,0,2,2,2,1,0.6704842228571428,1,2
2863,520,902,1,3,72,F,3,2,1,2,UNITED,SEATTLE,2161,30,62,1,4,15:00:00,17:37:00,157.00000000000009,1,,,9,,,,1,2,1,1,2,1,4,6,4,6,4,5,3,6,6,5,3,6,3,6,5,4,11,,,,,5,4,5,5,3,4,0,,,5,0,,,1,5.0,0.0,,,4,4,4,5,1,0.0,,,9,3,ROCKY RIVER,OH,44116.0,US,11,5,1,4,2,2,2,1,1.4869248022959185,1,2
1881,282,32,2,4,97,G,2,3,1,2,SINGAPORE AIRLINES,SINGAPORE,31,27,65,8,4,09:00:00,11:30:00,150.00000000000003,2,,,9,,,,0,0,1,1,1,2,1,5,4,4,5,5,0,5,5,5,4,0,5,3,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,0,,,,,0,5,5,0,1,0.0,,,9,3,BEAVERTON,OR,97006.0,US,10,3,2,0,0,0,0,1,0.6704842228571428,1,2
2579,1141,121,12,7,1,A,2,2,1,2,JETBLUE,LONG BEACH,2135,22,33,1,1,13:30:00,15:03:00,92.99999999999999,0,,,2,,,,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,,,,,5,0,0,0,4,5,0,,,0,0,,,0,,,,,0,0,5,5,2,,,,9,3,,,,,99,3,1,0,2,2,2,1,0.6704842228571428,1,2
508,2644,77R,6,1,69,E,2,2,1,2,UNITED,KAHULUI,539,30,28,1,1,11:30:00,14:40:00,189.9999999999999,0,,,3,,,,0,1,1,0,1,1,2,5,0,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,11,0,5,0,2,,,,9,3,MAGNA,UT,84044.0,US,10,5,1,3,2,2,2,1,1.4869248022959185,1,2
2878,2135,180,18,6,7,G,2,3,1,2,EVA AIR,TAIPEI,7,18,68,8,4,10:00:00,13:00:00,179.99999999999991,0,,,2,,,,1,0,2,1,1,1,2,6,5,6,6,5,5,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,5,4,5,0,,,5,2,,,3,,,,,4,3,5,5,2,,,,9,3,PASUCPSIN,,,PHILIPPINES,19,6,2,0,2,0,1,1,0.6704842228571428,1,2
3109,584,624,29,3,77,F,1,1,1,2,UNITED,SPOKANE,500,30,66,1,1,N,10:37:00,N,0,,,2,,,,1,2,2,1,2,1,1,4,3,4,5,5,5,5,5,4,5,6,6,6,6,4,0,,,,,5,6,6,5,4,4,0,,,5,1,,,1,4.0,1.0,,,1,4,4,4,2,,,,9,3,PULLMAN,WA,99163.0,US,10,2,1,1,2,2,2,1,1.4869248022959185,1,2
363,2153,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,12:00:00,15:00:00,180,0,,,7,,,,1,2,2,1,1,1,2,6,3,6,4,4,4,4,4,3,4,4,5,6,5,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,5.0,0.0,,,5,4,4,4,2,,,,9,3,WIESBADEN,,,GERMANY,15,4,1,0,2,2,2,1,0.3607733043478261,1,2
3067,2028,209,20,1,11,A,1,3,1,2,PHILIPPINE AIRLINES,MANILA,105,25,35,8,2,18:30:00,1900-01-01 00:35:00,365,0,,,5,,,,1,2,2,1,1,2,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,14,42.0,,,,5,5,5,4,3,4,0,,,4,4,,,3,,,,,5,4,5,4,2,,,,9,3,MANDAILYONG,,,PHILIPPINES,19,2,2,1,2,2,2,1,0.6704842228571428,1,2
818,1614,130,13,1,54,D,1,1,1,2,ALASKA,BALTIMORE,1126,7,6,2,2,06:30:00,09:05:00,155.00000000000009,0,,,8,,,,1,2,1,1,1,1,4,6,5,6,3,5,5,6,6,5,3,6,5,6,4,5,74,59.0,,,,5,5,5,5,5,5,0,,,5,0,,,0,,,,,5,5,5,5,2,,,,9,3,BALTIMORE,MD,21212.0,US,12,6,1,2,2,1,2,1,1.1063322096317278,1,2
2523,2751,68,5,7,83,F,2,1,1,2,UNITED,NEWARK,535,30,43,2,4,09:30:00,11:30:00,120.00000000000006,0,,,12,,,,1,2,1,2,3,1,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,5.0,21.0,,,3,5,5,5,2,,,,9,3,MORRISTOWN,NJ,7960.0,US,12,7,2,0,2,2,1,1,1.4869248022959185,1,2
1216,1401,525,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1201,28,31,1,4,20:45:00,21:45:00,59.99999999999994,0,,,2,,,,1,2,1,2,2,1,4,5,3,0,4,5,4,5,5,5,4,2,4,3,6,4,0,,,,,5,4,6,5,4,4,0,,,4,6,,,2,,,,,5,5,5,5,2,,,,9,3,LAS VEGAS,NV,89113.0,US,10,3,2,0,2,2,2,1,0.9942747524752474,1,2
1659,1861,198,19,7,9,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,13:45:00,16:45:00,180,0,,,8,,,,1,1,1,1,1,2,1,6,5,5,5,5,5,5,5,4,5,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,9,3,BENGALURU,,,INDIA,16,3,1,0,2,2,2,1,0.6704842228571428,1,2
548,2492,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,13:30:00,16:45:00,194.99999999999994,0,,,2,,,,1,1,2,2,1,2,1,3,3,3,4,4,4,4,4,0,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,3,,,,,11,5,5,4,2,,,,9,2,SACRAMENTO,CA,94206.0,US,10,3,1,0,0,0,0,1,0.6704842228571428,1,2
2206,821,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,14:00:00,17:30:00,209.9999999999999,1,2.0,,5,6.0,,,1,1,1,1,3,2,2,4,4,4,4,4,3,6,6,5,4,3,4,6,6,4,58,14.0,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,1,3,4,3,2,,,,9,1,BERKELEY,CA,94709.0,US,1,3,2,0,2,0,1,1,0.6704842228571428,1,2
2026,1065,109,11,6,6,A,2,3,1,2,BRITISH AIRWAYS,LONDON HEATHROW,284,11,32,6,4,14:30:00,16:30:00,120.00000000000006,1,2.0,,5,,,,1,2,2,1,4,1,4,4,4,0,4,5,5,6,6,4,5,5,6,4,6,4,35,102.0,,,,3,6,6,4,4,4,0,,,4,4,,,1,5.0,1.0,,,6,5,5,5,2,,,,9,1,SAN CARLOS,CA,94070.0,US,6,5,1,4,1,2,2,1,0.6704842228571428,1,2
416,2640,75,6,1,70,F,2,2,1,2,UNITED,HOUSTON-BUSH,1615,30,25,3,4,09:00:00,13:02:00,241.99999999999994,1,2.0,,8,,,,1,1,1,2,1,1,0,6,4,3,5,6,5,5,5,6,6,6,6,6,0,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,4.0,21.0,,,5,5,5,5,2,,,,9,3,HOUSTON,TX,77065.0,US,11,0,0,0,0,0,0,1,1.4869248022959185,1,2
1547,310,35,2,4,99,G,2,3,1,2,AIR CHINA,BEIJING,986,4,7,8,4,10:50:00,14:50:00,240.00000000000003,1,2.0,,2,8.0,,,1,1,1,2,2,1,4,6,4,5,5,5,5,4,4,3,4,3,6,2,0,4,0,,,,,5,5,4,5,5,5,0,,,4,0,,,2,,,,,0,5,5,5,2,,,,9,2,ELK GROVE,CA,95624.0,US,10,5,2,0,2,1,1,1,0.6704842228571428,1,2
2552,1131,121,12,7,1,A,2,2,1,2,JETBLUE,LONG BEACH,2135,22,33,1,1,14:00:00,15:03:00,62.999999999999936,1,3.0,,5,,,,2,1,2,2,5,1,4,5,4,4,4,4,4,2,2,3,4,4,4,4,0,4,0,,,,,4,4,4,4,4,4,0,,,3,0,,,1,5.0,0.0,,,6,0,4,0,2,,,,9,1,SAN MATEO,CA,94401.0,US,6,6,2,3,3,2,2,1,0.6704842228571428,1,2
2476,947,905,11,6,67,E,2,2,1,2,UNITED,CHICAGO-O'HARE,268,30,12,3,4,13:15:00,14:19:00,63.99999999999993,1,3.0,,5,,,,2,2,2,1,5,1,4,3,2,2,4,5,4,6,6,5,4,4,5,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,4.0,0.0,,,5,4,0,4,2,,,,9,1,SAN FRANCISCO,CA,94120.0,US,5,3,1,4,2,1,1,1,1.4869248022959185,1,2
2441,554,6,1,3,80,F,2,2,1,2,UNITED,HONOLULU,300,30,24,1,2,10:15:00,13:15:00,180.00000000000009,1,,,2,,,,1,1,0,0,3,1,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,4,510,,,,,4,3,3,4,4,4,0,,,4,0,,,1,5.0,10.0,,,1,0,3,4,2,,,,9,1,DUBLIN,CA,94568.0,US,1,4,2,4,2,2,1,1,1.4869248022959185,1,2
2512,959,905,11,6,67,E,2,2,1,2,UNITED,CHICAGO-O'HARE,268,30,12,3,4,12:00:00,14:19:00,139,1,,,9,,,,2,2,1,1,4,1,2,0,4,0,4,4,4,4,4,5,4,4,4,4,4,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,1,5.0,0.0,,,0,0,5,5,2,,,,9,3,,,,,99,5,1,0,3,1,2,1,1.4869248022959185,1,2
1753,1932,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,18:00:00,20:55:00,175.00000000000003,1,,,2,,,,1,2,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,0,0,5,3,2,,,,9,3,,,,GERMANY,15,4,1,4,2,2,2,1,0.3607733043478261,1,2
351,2146,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,05:00:00,15:00:00,600,1,,,3,,,,2,2,2,1,1,1,4,5,4,3,4,4,4,6,6,3,6,6,6,6,6,4,15,16.0,,,,5,6,6,6,5,5,0,,,4,0,,,4,,,,,11,0,5,6,2,,,,9,3,HAWI,HI,96719.0,US,10,7,2,2,2,2,2,1,0.3607733043478261,1,2
2923,682,617,24,5,41,C,3,2,1,2,DELTA,SEATTLE,5821,16,62,1,4,17:15:00,18:00:00,45,1,,,5,,,,0,1,1,1,3,1,4,3,4,4,5,5,5,6,6,4,0,6,4,6,3,4,33,14.0,5.0,,,2,3,3,4,4,3,0,,,3,0,,,1,5.0,21.0,,,5,2,5,5,2,,,,9,3,BOTHELL,WA,98011.0,US,10,5,2,0,2,1,2,1,1.1789460781249999,1,2
880,1541,515,15,3,51,D,3,2,1,2,ALASKA,SEATTLE,1759,7,62,1,4,18:25:00,19:25:00,59.99999999999994,1,,,6,,,,2,2,2,2,6,1,4,3,4,3,4,4,3,6,6,4,4,4,4,6,4,4,0,,,,,4,4,4,3,3,4,0,,,5,0,,,1,5.0,1.0,,,5,3,5,5,2,,,,9,2,DAVIS,CA,95618.0,US,10,5,2,4,2,1,2,1,1.1063322096317278,1,2
3222,2318,650,31,5,59,D,2,1,1,2,ALASKA,PORTLAND,1805,7,50,1,2,10:00:00,12:10:00,129.99999999999994,1,,,5,,,,2,1,1,2,5,1,3,5,3,3,4,4,5,6,6,3,3,6,3,6,3,4,0,,,,,3,3,3,3,4,4,0,,,5,16,,,1,3.0,4.0,,,5,3,5,3,2,,,,9,3,CAMAS,WA,98607.0,US,10,5,1,4,2,1,1,1,1.1063322096317278,1,2
2671,1213,100,11,6,65,E,1,1,1,2,UNITED,RALEIGH-DURHAM,1445,30,53,2,2,07:30:00,09:30:00,119.99999999999997,1,,,5,,,,1,1,1,2,1,1,3,4,5,5,3,5,5,6,5,5,5,6,6,6,6,5,72,,,,,4,6,6,4,5,5,0,,,5,4,,,1,5.0,10.0,,,5,3,4,5,2,,,,9,3,RALEIGH,NC,27612.0,US,12,3,2,3,2,2,2,1,1.4869248022959185,1,2
586,2440,174,17,5,12,A,2,2,1,2,JETBLUE,BOSTON,534,22,8,2,3,11:15:00,13:42:00,146.99999999999994,1,,,1,,,4.0,2,1,1,2,4,1,4,4,4,4,4,3,4,6,6,6,4,4,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,5,2,,,1,5.0,21.0,,,18,3,5,5,2,,,,9,2,MONTEREY,CA,93940.0,US,10,6,1,0,2,1,2,1,0.6704842228571428,1,2
1166,1461,521,15,3,28,B,3,2,1,2,SOUTHWEST,LOS ANGELES,5814,28,34,1,4,16:30:00,18:10:00,100.00000000000013,1,,,5,,,,2,2,1,2,3,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,,,,,6,6,6,6,3,3,0,,,5,0,,,1,4.0,0.0,,,2,3,3,5,2,,,,9,3,LOS ANGELES,CA,90035.0,US,10,4,1,4,2,0,1,1,0.9942747524752474,1,2
2306,2070,169,17,5,58,D,1,1,1,2,AMERICAN,CHICAGO-O'HARE,2349,8,12,3,4,05:30:00,08:00:00,150,1,,,8,,,,2,1,1,2,4,1,4,4,3,3,4,3,3,3,3,6,6,6,6,6,6,4,0,,,,,4,3,4,4,4,4,0,,,4,0,,,1,4.0,0.0,,,5,3,4,4,2,,,,9,3,NAPERVILLE,IL,60540.0,US,11,5,1,4,1,2,2,1,1.0611393641025642,1,2
984,1359,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,18:00:00,20:55:00,175.00000000000003,1,,,9,,,,2,2,2,1,3,1,4,3,4,3,4,4,4,3,4,5,4,4,5,6,5,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5.0,0.0,,,7,3,5,5,2,,,,9,3,NUREMBERG,,,GERMANY,15,7,1,4,1,2,2,1,0.3607733043478261,1,2
2089,2091,172,17,5,45,D,1,1,1,2,AMERICAN,PHILADELPHIA,841,8,48,2,3,09:25:00,10:57:00,92,1,,,8,,,,2,1,1,2,3,1,4,5,5,5,5,5,5,6,6,4,4,6,3,6,3,4,0,,,,,4,3,3,4,4,4,0,,,5,2,3.0,,2,,,,,5,3,5,5,2,,,,9,3,LANDENBERG,PA,19350.0,US,12,4,2,4,2,2,2,1,1.0611393641025642,1,2
3096,1750,549,20,1,51,D,3,2,1,2,ALASKA,NEWARK,1182,7,43,2,4,17:30:00,21:35:00,244.99999999999994,1,,,5,,,,2,1,1,1,1,1,4,4,4,4,4,6,3,6,6,2,6,6,6,6,6,4,11,992.0,,,,4,6,6,4,6,4,0,,,5,8,,,2,,,,,5,3,3,3,2,,,,9,3,UNION,NJ,7083.0,US,12,5,1,4,2,2,2,1,1.1063322096317278,1,2
3031,468,12,1,3,56,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,2207,8,13,3,4,12:00:00,13:50:00,110.00000000000009,1,,,9,,,,2,1,2,2,1,2,1,6,6,6,5,6,5,6,6,6,3,6,4,6,4,4,202,,,,,5,5,5,6,4,5,0,,,5,15,,,2,,,,,5,3,5,3,2,,,,9,3,LANCASTER,PA,17601.0,US,12,4,1,4,2,2,2,1,1.0611393641025642,1,2
2027,1653,634,30,4,81,F,1,1,1,2,UNITED,NEWARK,414,30,43,2,4,06:30:00,09:00:00,150.00000000000003,1,,,2,,,,2,1,2,2,3,1,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,0,,,,,3,3,3,3,2,3,0,,,5,0,,,2,,,,,7,3,4,4,2,,,,9,1,MILPITAS,CA,95035.0,US,7,4,2,0,0,1,0,1,1.4869248022959185,1,2
359,2151,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,13:00:00,15:00:00,120.00000000000006,1,,,5,,,,2,1,2,1,3,1,3,3,3,3,4,4,4,3,3,4,4,4,6,6,6,3,31,21.0,212.0,201.0,35,3,6,6,4,4,3,0,,,4,0,,,3,,,,,5,3,4,3,2,,,,9,3,HAMBURG,,,GERMANY,15,4,2,0,1,2,2,1,0.3607733043478261,1,2
1892,290,32,2,4,97,G,2,3,1,2,SINGAPORE AIRLINES,SINGAPORE,31,27,65,8,4,08:45:00,11:30:00,165.00000000000006,1,,,9,,,,1,0,1,0,3,1,2,6,3,2,4,4,3,6,6,3,3,6,5,6,4,4,0,,,,,5,5,5,5,4,5,0,,,4,0,,,3,,,,,7,3,4,4,2,,,,9,3,BANGALORE,,,INDIA,16,4,1,0,1,2,2,1,0.6704842228571428,1,2
216,2234,609,23,4,45,D,3,2,1,2,AMERICAN,LOS ANGELES,6025,8,34,1,4,16:38:00,17:40:00,62.0000000000001,1,,,2,,,,2,1,2,1,2,1,4,5,4,4,3,3,3,3,3,4,6,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,0,,,,,5,4,4,4,2,,,,9,3,VENICE,CA,90291.0,US,10,2,2,2,1,1,1,1,1.0611393641025642,1,2
1768,2099,171,17,5,58,D,1,1,1,2,AMERICAN,CHICAGO-O'HARE,2594,8,12,3,4,07:50:00,09:25:00,94.99999999999999,1,,,4,,,,2,2,1,2,2,1,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,62,,,,,4,6,6,4,4,4,0,,,4,0,,,0,,,,,5,4,5,5,2,,,,9,3,GRAYSLAKE,IL,60030.0,US,11,4,2,4,2,2,2,1,1.0611393641025642,1,2
1888,287,32,2,4,97,G,2,3,1,2,SINGAPORE AIRLINES,SINGAPORE,31,27,65,8,4,08:30:00,11:30:00,180,1,,,9,,,,1,0,1,2,2,1,3,3,3,4,4,5,4,3,3,4,4,4,5,6,4,4,0,,,,,5,5,4,5,4,4,0,,,4,0,,,0,,,,,5,4,4,4,2,,,,9,3,BARGALORE,,,INDIA,16,3,1,4,1,1,0,1,0.6704842228571428,1,2
3156,698,616,24,5,41,C,2,2,1,2,DELTA,SALT LAKE CITY,1241,16,55,1,2,15:15:00,16:45:00,90,1,,,5,,,,2,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,3,6,6,6,4,4,0,,,,,5,6,4,4,4,4,0,,,5,0,,,0,,,,,5,4,4,5,2,,,,9,3,OGDEN,UT,84407.0,US,10,4,1,4,2,2,2,1,1.1789460781249999,1,2
2719,1234,97,10,5,48,C,2,1,1,2,DELTA,LOS ANGELES,2294,16,34,1,4,10:30:00,12:40:00,130.00000000000003,1,,,9,,,,2,2,1,1,1,2,1,3,3,3,4,5,5,6,6,5,3,6,5,6,5,4,71,,,,,3,5,5,5,5,4,6,,,5,1,,,1,5.0,1.0,,,4,4,5,4,2,,,,9,3,PASADENA,CA,91103.0,US,10,5,1,2,2,2,2,1,1.1789460781249999,1,2
2756,1246,96,10,5,43,C,2,1,1,2,DELTA,ATLANTA,2049,16,2,2,4,08:30:00,11:30:00,180,1,,,5,,,,1,0,1,0,2,1,4,3,3,3,4,6,4,6,6,6,5,6,3,6,3,4,0,,,,,5,5,4,4,4,4,0,,,4,3,,,1,5.0,1.0,,,5,4,5,5,2,,,,9,3,WOODSTOCK,GA,30188.0,US,12,4,2,0,2,2,2,1,1.1789460781249999,1,2
214,2233,609,23,4,45,D,3,2,1,2,AMERICAN,LOS ANGELES,6025,8,34,1,4,16:00:00,17:40:00,100.00000000000013,1,,,5,2.0,,,2,1,2,1,1,2,2,3,4,4,6,3,4,6,6,5,6,6,6,6,6,4,14,,,,,3,6,6,6,4,3,0,,,4,0,,,1,5.0,1.0,,,5,4,4,5,2,,,,9,3,STONINGTON,CT,6378.0,US,12,4,2,0,2,2,2,1,1.0611393641025642,1,2
212,2232,609,23,4,45,D,3,2,1,2,AMERICAN,LOS ANGELES,6025,8,34,1,4,16:00:00,17:40:00,100.00000000000013,1,,,2,,,,2,1,1,1,3,1,4,4,4,4,4,4,4,6,6,4,3,6,3,6,3,4,0,,,,,4,5,4,4,4,4,0,,,5,0,,,1,5.0,1.0,,,5,4,4,4,2,,,,9,3,ALISO VIEJO,CA,92656.0,US,10,4,1,4,2,1,2,1,1.0611393641025642,1,2
2983,2200,614,23,4,58,D,3,2,1,2,AMERICAN,CHARLOTTE,1799,8,11,2,4,20:30:00,22:15:00,105.00000000000011,1,,,5,,,,2,2,1,1,3,1,2,5,4,4,4,4,4,4,4,3,6,6,6,6,6,4,58,,,,,5,6,6,4,4,4,0,,,5,0,,,1,2.0,7.0,,,5,4,4,4,2,,,,9,3,GLEN ALLEN,VA,23059.0,US,12,5,1,3,1,2,2,1,1.0611393641025642,1,2
1350,61,82,8,3,93,G,2,3,1,2,UNITED INTL,SHANGHAI,857,31,64,8,4,09:00:00,13:20:00,260.00000000000006,1,,,2,,,,1,1,2,1,1,1,3,3,6,3,4,4,4,6,6,4,6,6,6,6,6,4,0,,,,,5,6,6,6,4,4,0,,,5,2,,,1,5.0,21.0,,,21,4,5,5,2,,,,9,2,ELK GROVE,CA,95624.0,US,10,6,1,3,1,2,2,1,1.4869248022959185,1,2
493,2675,78,6,1,85,F,2,2,1,2,UNITED,DENVER,720,30,14,1,4,10:45:00,15:41:00,296,1,,,2,,,,1,1,1,2,1,2,1,4,5,4,4,4,4,4,4,6,5,6,4,6,6,5,0,,,,,5,4,6,5,4,4,0,,,3,0,,,1,5.0,21.0,,,9,4,5,5,2,,,,9,3,ROCK ISLAND,IL,61201.0,US,11,4,2,0,2,2,1,1,1.4869248022959185,1,2
1887,610,622,29,3,80,F,1,1,1,2,UNITED,BOSTON,768,30,8,2,3,07:00:00,08:25:00,84.99999999999994,1,,,1,,,1.0,2,2,2,2,6,1,4,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,0,,,,,5,5,5,5,3,4,0,,,3,7,,,1,5.0,0.0,,,3,4,4,4,2,,,,9,1,SAN ANSELMO,CA,94960.0,US,3,5,1,4,1,2,2,1,1.4869248022959185,1,2
2824,628,621,29,3,84,F,1,2,1,2,UNITED,BURBANK,5920,30,9,1,1,06:20:00,07:33:00,72.99999999999999,1,,,5,,,,2,1,1,2,4,1,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,0,,,,,4,3,3,4,4,4,0,,,5,16,,,1,5.0,0.0,,,5,4,5,5,2,,,,9,1,SAN FRANCISCO,CA,94109.0,US,5,3,2,4,3,1,1,1,1.4869248022959185,1,2
