respnum,ccgid,runid,intdate,day,gate,barea,strata,peak,method,saq,airline,destination,flight,airline_code,dest_code,destgeo,destmark,arrtime,deptime,howlong,q2purp1,q2purp2,q2purp3,q3getto1,q3getto2,q3getto3,q3park,q4bags,q4store,q4food,q4wifi,q5timesflown,q5firsttime,q6longuse,q7art,q7food,q7store,q7sign,q7walkway,q7screens,q7infodown,q7infoup,q7wifi,q7roads,q7park,q7airtrain,q7ltparking,q7rental,q7all,q8suggest1,q8suggest2,q8suggest3,q8suggest4,q8suggest5,q9boarding,q9airtrain,q9rental,q9food,q9restroom,q9all,q9com1,q9com2,q9com3,q10safe,q10com1,q10com2,q10com3,q11tsapre,q12precheckrate,q12com1,q12com2,q12com3,q13county,q13getrate,q14find,q14passthru,q15problem,q15com1,q15com2,q15com3,netpro,q17live,q18city,q18state,q18zip,q18country,home,q20age,q21gender,q22income,q23fly,q24sjc,q24oak,lang,weight,promoter,netpro_type
1551,646,620,24,5,40,C,3,2,1,2,DELTA,NEW YORK-JFK,1155,16,42,2,4,04:00:00,21:15:00,1035,1,,,9,,,,2,1,1,1,3,1,2,5,3,4,5,5,4,6,6,5,5,6,4,6,5,5,104,34.0,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,9,3,5,5,2,,,,6,3,BRANFORD,CT,6405.0,US,12,3,1,3,2,2,2,1,1.1789460781249999,0,1
1298,107,52,3,5,2,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,22,42,2,4,13:45:00,15:36:00,111.00000000000009,1,,,9,,,,0,0,1,0,4,1,4,6,2,2,3,3,3,6,6,6,4,6,3,6,3,3,23,,,,,4,4,3,3,2,3,0,,,4,0,,,1,5.0,1.0,,,6,4,5,5,2,,,,6,3,ORANGE,CT,6477.0,US,12,5,1,4,1,2,0,1,0.6704842228571428,0,1
1139,1476,520,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5688,28,57,1,2,15:30:00,17:30:00,119.99999999999989,1,,,1,,,0.0,2,2,2,2,4,1,4,4,4,3,4,3,4,0,0,2,5,3,5,0,4,4,0,,,,,3,4,4,3,3,3,0,,,5,0,,,1,5.0,2.0,22.0,,9,4,5,5,2,,,,6,1,SANTA ROSA,CA,95405.0,US,9,6,1,3,2,1,1,1,0.9942747524752474,0,1
2936,1416,524,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5698,28,57,1,2,18:30:00,20:45:00,135,1,,,9,,,,1,2,2,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLANK,0,,,,,4,4,4,3,3,4,0,,,3,0,,,1,4.0,0.0,,,5,4,4,3,2,,,,6,3,SAN DIEGO,CA,92110.0,US,10,4,1,0,2,1,1,1,0.9942747524752474,0,1
275,2553,55,3,5,73,F,3,2,1,2,UNITED,LOS ANGELES,1597,30,34,1,4,18:48:00,20:10:00,82.00000000000003,1,,,6,,,,2,2,2,1,2,1,4,3,3,3,4,3,4,3,3,3,6,6,4,6,6,3,0,,,,,3,4,6,3,3,3,0,,,4,11,,,2,,,,,5,4,4,4,2,,,,6,3,LOS ANGELES,CA,90066.0,US,10,3,3,2,2,2,1,1,1.4869248022959185,0,1
1134,1475,520,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5688,28,57,1,2,15:30:00,17:30:00,119.99999999999989,1,,,1,,,1.0,2,2,1,2,4,1,4,3,2,2,4,1,3,6,6,6,2,2,6,4,6,3,802,102.0,151.0,,,5,6,6,4,4,4,0,,,5,16,,,2,,,,,6,4,4,5,2,,,,6,1,PACIFICA,CA,94044.0,US,6,5,1,4,2,2,1,1,0.9942747524752474,0,1
3212,2060,168,17,5,45,D,1,2,1,2,AMERICAN,LOS ANGELES,6018,8,34,1,4,05:30:00,07:00:00,90.00000000000004,1,,,5,,,,2,2,2,1,3,1,4,4,4,4,4,4,4,4,4,4,3,3,3,2,1,2,5,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,0,4,3,5,2,,,,6,3,REDMOND,OR,97756.0,US,10,4,1,3,2,1,1,1,1.0611393641025642,0,1
1657,1859,198,19,7,9,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,13:45:00,16:45:00,180,1,,,4,,,,0,0,1,0,1,2,1,2,3,2,4,4,4,0,0,0,6,6,6,6,6,3,0,,,,,4,6,6,3,3,3,0,,,4,0,,,3,,,,,0,4,4,4,2,,,,6,1,,,,US,90,4,1,0,3,2,2,1,0.6704842228571428,0,1
2049,1079,109,11,6,6,A,2,3,1,2,BRITISH AIRWAYS,LONDON HEATHROW,284,11,32,6,4,13:15:00,16:30:00,194.99999999999994,1,,,9,,,,0,0,0,1,3,1,2,2,1,1,2,4,3,3,3,2,3,4,5,6,5,2,11,102.0,151.0,,,3,4,4,3,2,3,0,,,5,5,,,2,,,,,5,5,5,1,2,,,,6,3,LONDON,,,UNITED KINGDOM,15,3,1,4,1,2,2,1,0.6704842228571428,0,1
789,2222,612,23,4,45,D,3,2,1,2,AMERICAN,LOS ANGELES,6027,8,34,1,4,08:30:00,20:40:00,730,1,,,2,,,,2,2,1,1,2,1,4,1,2,2,3,2,4,3,3,4,4,3,3,3,3,3,107,153.0,18.0,,,5,0,0,0,5,5,1,,,3,0,,,2,,,,,0,5,5,5,2,,,,6,3,WOODLAND HILLS,CA,91364.0,US,10,3,2,3,2,1,2,1,1.0611393641025642,0,1
2804,445,15,1,3,26,B,3,2,1,2,SOUTHWEST,PHOENIX,1585,28,49,1,4,21:20:00,22:30:00,70.00000000000007,1,,,5,,,,1,2,2,2,6,1,2,3,1,2,4,3,3,1,4,1,4,3,4,4,3,3,805,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,5,5,5,2,2,,,,6,1,SAN FRANCISCO,CA,94112.0,US,5,4,2,2,3,1,1,1,0.9942747524752474,0,1
1690,1804,194,19,7,7,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,01:30:00,13:05:00,695.0000000000001,1,,,3,,,,1,1,1,1,3,1,2,5,3,6,4,1,4,5,5,5,6,6,6,6,6,3,25,,,,,5,6,6,6,5,5,0,,,5,0,,,1,5.0,0.0,,,11,6,6,5,2,,,,6,3,ORLANDO,FL,32814.0,US,12,5,1,4,1,2,2,1,0.31916482222222214,0,1
1756,1935,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,18:00:00,20:55:00,175.00000000000003,1,,,5,,,,1,1,2,1,1,1,2,2,6,4,4,0,4,6,6,5,6,6,6,6,6,4,205,,,,,4,6,6,6,6,4,0,,,4,0,,,2,,,,,11,6,4,4,2,,,,6,3,,,,,99,3,1,1,2,2,2,1,0.3607733043478261,0,1
2133,856,528,16,4,94,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,18:00:00,20:05:00,124.99999999999987,2,5.0,,4,,,,1,1,1,1,1,2,1,2,3,3,4,4,3,3,3,3,3,0,0,0,0,4,18,102.0,,,,4,0,0,0,3,4,0,,,3,12,,,1,4.0,0.0,,,5,3,4,3,2,,,,6,3,VICTORIA,,,CANADA,13,6,1,2,2,2,2,1,0.3461202323943662,0,1
429,2682,79,6,1,86,F,2,2,1,2,UNITED,HONOLULU,1509,30,24,1,2,13:55:00,16:35:00,160.00000000000006,2,,,3,,,,2,1,1,2,1,1,1,3,2,3,4,4,4,6,6,6,6,6,6,6,6,3,103,101.0,,,,3,6,6,6,3,3,0,,,4,0,,,0,,,,,11,0,3,6,2,,,,6,3,PONTE VEDRA,FL,32081.0,US,12,5,1,0,2,2,2,1,1.4869248022959185,0,1
815,1578,134,13,1,54,D,2,1,1,2,ALASKA,PORTLAND,2804,7,50,1,2,10:30:00,12:50:00,139.99999999999997,2,,,5,,,,1,1,0,0,3,1,4,4,4,4,4,4,2,1,1,1,1,6,4,6,6,3,0,,,,,3,2,6,3,2,3,0,,,3,0,,,2,,,,,5,0,3,0,2,,,,6,3,PORTLAND,OR,97204.0,US,10,3,1,0,2,2,2,1,1.1063322096317278,0,1
960,174,45,3,5,102,G,1,3,1,2,AIR CANADA,VANCOUVER,8839,3,71,4,2,05:00:00,09:45:00,285,2,,,2,,,,1,0,0,0,2,1,2,4,3,4,5,0,4,0,0,0,4,4,0,0,0,BLANK,0,,,,,0,0,0,0,0,0,0,,,3,0,,,3,,,,,5,0,0,5,2,,,,6,1,SAN FRANCISCO,CA,94102.0,US,5,6,1,0,2,2,2,3,0.3461202323943662,0,1
2797,1738,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,N,18:55:00,N,2,,,1,,,3.0,2,2,2,2,1,2,1,6,6,6,3,3,3,3,3,6,4,4,6,4,6,4,0,,,,,5,6,6,6,3,3,0,,,3,0,,,2,,,,,5,2,4,5,2,,,,6,3,PROVO,UT,84604.0,US,10,2,2,0,2,2,2,1,0.6088812826086956,0,1
3252,2302,602,22,3,74,F,3,2,1,2,UNITED,SAN DIEGO,1798,30,57,1,2,16:00:00,18:00:00,120.00000000000006,2,,,6,,,,2,1,2,1,3,0,1,6,3,3,2,1,0,3,3,4,3,6,1,0,6,3,0,,,,,3,3,6,4,3,3,0,,,4,0,,,2,,,,,1,2,3,3,2,,,,6,3,LA JOLLA,CA,92092.0,US,10,2,1,1,1,2,2,1,1.4869248022959185,0,1
865,1568,513,15,3,57,D,3,2,1,2,AMERICAN,DALLAS-FT. WORTH,2352,8,13,3,4,15:15:00,17:25:00,130.00000000000017,2,,,2,,,,2,1,1,2,1,2,1,3,3,3,3,3,3,3,3,6,2,6,6,6,6,3,0,,,,,3,6,6,2,3,3,0,,,5,0,,,0,,,,,5,3,4,4,2,,,,6,3,EULESS,TX,76039.0,US,11,3,2,2,2,2,2,1,1.0611393641025642,0,1
362,2594,62,4,6,53,D,1,1,1,2,ALASKA,NEWARK,1176,7,43,2,4,08:00:00,09:35:00,95.00000000000006,2,,,5,,,,2,2,1,2,2,1,4,6,5,6,5,6,5,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,5,6,5,0,,,5,0,,,1,5.0,2.0,,,6,3,5,5,2,,,,6,1,MENLO PARK,CA,94025.0,US,6,4,1,0,2,1,2,1,1.1063322096317278,0,1
577,2414,644,31,5,54,D,1,2,1,2,ALASKA,SEATTLE,313,7,62,1,4,05:32:00,07:15:00,103,2,,,2,,,,1,2,1,1,1,2,1,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,3,6,,,1,3.0,3.0,,,5,3,5,5,2,,,,6,3,RIVERSIDE,CA,92504.0,US,10,2,2,1,2,2,2,1,1.1063322096317278,0,1
2144,861,528,16,4,94,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,18:00:00,20:05:00,124.99999999999987,2,,,2,,,,1,2,2,1,4,1,4,3,3,3,3,3,3,6,6,4,2,6,3,6,6,3,0,,,,,3,3,6,3,3,3,0,,,3,0,,,1,4.0,0.0,,,5,3,3,3,2,,,,6,1,SAN FRANCISCO,CA,94117.0,US,5,7,2,4,3,2,1,1,0.3461202323943662,0,1
3044,2345,601,22,3,72,F,2,2,1,2,UNITED,PORTLAND,612,30,50,1,2,13:50:00,17:00:00,189.99999999999997,2,,,3,,,,1,2,2,1,2,1,1,3,3,6,3,4,4,4,4,4,3,6,6,6,6,3,0,,,,,4,6,6,3,3,3,0,,,4,0,,,1,3.0,0.0,,,11,3,3,2,2,,,,6,3,PORTLAND,OR,97254.0,US,10,4,2,2,3,2,2,1,1.4869248022959185,0,1
2358,912,158,15,3,9,A,1,1,1,2,JETBLUE,FT. LAUDERDALE,578,22,21,2,3,06:00:00,09:01:00,181.00000000000009,2,,,1,,,4.0,1,2,1,2,3,1,4,3,2,2,3,4,4,3,3,3,3,4,6,6,6,3,0,,,,,4,6,6,3,3,4,0,,,4,0,,,1,5.0,0.0,,,9,3,4,4,2,,,,6,1,ROHNERT PARK,CA,94928.0,US,9,6,1,2,2,0,1,1,0.6704842228571428,0,1
1617,1920,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,13:00:00,17:50:00,289.99999999999994,2,,,2,,,,1,0,1,1,2,1,2,3,2,3,2,4,4,4,4,4,4,6,6,6,6,3,102,22.0,35.0,,,4,6,6,3,3,3,0,,,4,0,,,2,,,,,1,3,4,4,2,,,,6,2,CRESCENT CITY,CA,95531.0,US,10,3,2,1,2,2,2,1,0.6704842228571428,0,1
848,1558,513,15,3,57,D,3,2,1,2,AMERICAN,DALLAS-FT. WORTH,2352,8,13,3,4,N,17:25:00,N,2,,,5,,,,2,1,1,2,3,1,1,3,4,4,4,4,4,3,0,3,6,6,6,6,6,3,0,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,5,3,4,3,2,,,,6,3,SOUTHLAKE,TX,76092.0,US,11,6,1,3,2,1,0,1,1.0611393641025642,0,1
2605,487,901,1,3,69,E,2,2,1,2,UNITED,CHICAGO-O'HARE,390,30,12,3,4,13:50:00,16:00:00,129.99999999999986,2,,,11,,,,1,2,2,1,0,2,1,0,3,4,4,3,3,4,0,0,3,2,0,0,0,4,152,,,,,0,0,0,0,3,3,0,,,4,2,,,3,,,,,27,3,3,3,2,,,,6,3,,,,MALAYSIA,19,6,1,1,0,2,2,1,1.4869248022959185,0,1
2012,1089,107,11,6,5,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,11:45:00,15:05:00,200,2,,,8,,,,0,0,0,0,1,2,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,4,4,4,3,4,3,0,,,3,0,,,3,,,,,5,3,3,3,2,,,,6,3,,,,FRANCE,15,5,2,2,1,2,2,1,0.2863574857142857,0,1
2196,816,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,16:15:00,17:30:00,74.99999999999989,2,,,3,,,,0,0,0,0,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,3,3,3,3,3,3,0,,,4,15,,,4,,,,,11,3,3,3,2,,,,6,0,,,,,99,2,1,3,3,3,3,1,0.6704842228571428,0,1
2203,137,50,3,5,3,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,10:00:00,13:05:00,185.00000000000006,2,,,3,,,,1,2,1,2,1,1,1,4,4,3,5,4,4,3,3,3,3,3,3,3,3,4,101,,,,,4,4,3,3,3,4,0,,,4,15,,,1,5.0,1.0,,,11,4,3,3,2,,,,6,3,,,,,99,2,1,1,2,2,2,1,0.31916482222222214,0,1
3120,2018,208,20,1,2,A,3,3,1,2,COPA,PANAMA CITY,385,15,46,5,2,20:30:00,22:53:00,142.99999999999997,2,,,3,,,,2,2,2,1,1,2,1,3,4,3,3,4,3,3,3,4,6,6,4,6,6,4,0,,,,,5,5,6,6,4,4,0,,,3,0,,,1,3.0,12.0,,,11,4,3,3,2,,,,6,3,SANTA CRUZ,,,BOLIVIA,14,3,1,0,1,2,2,2,0.6704842228571428,0,1
1941,1845,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,12:30:00,15:05:00,154.99999999999994,2,,,5,,,,0,0,1,0,2,1,4,3,3,3,3,3,3,6,6,6,3,3,6,6,6,3,0,,,,,4,6,6,3,3,3,0,,,4,0,,,1,3.0,0.0,,,28,4,3,3,2,,,,6,2,WATSONVILLE,CA,95076.0,US,10,7,1,1,2,1,2,1,0.2863574857142857,0,1
3149,694,616,24,5,41,C,2,2,1,2,DELTA,SALT LAKE CITY,1241,16,55,1,2,05:00:00,16:45:00,704.9999999999999,2,,,5,,,,2,1,2,1,6,1,2,3,4,4,4,4,5,3,3,5,2,2,3,3,3,4,0,,,,,4,3,2,3,3,3,0,,,5,0,,,1,5.0,0.0,,,5,4,4,4,2,,,,6,3,LOS ANGELES,CA,90025.0,US,10,4,1,4,3,1,1,1,1.1789460781249999,0,1
743,1623,128,13,1,51,D,1,2,1,2,ALASKA,NEW YORK-JFK,1012,7,42,2,4,05:20:00,07:00:00,100.00000000000004,2,,,5,,,,2,2,2,2,1,1,4,3,4,4,5,3,5,6,6,6,4,6,6,6,6,4,0,,,,,5,6,6,3,4,4,0,,,5,2,,,2,,,,,5,4,5,4,2,,,,6,3,FAR ROCKAWAY,NY,11690.0,US,12,4,1,2,2,2,2,1,1.1063322096317278,0,1
1646,1884,199,19,7,7,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,12:00:00,17:50:00,349.9999999999999,2,,,4,,,,1,1,1,1,1,2,1,3,2,2,3,3,3,3,3,4,4,4,4,4,4,3,102,,,,,4,4,4,4,3,4,0,,,5,4,,,2,,,,,5,4,4,4,2,,,,6,3,MANCHESTER,,,UNITED KINGDOM,15,3,1,1,2,2,2,1,0.6704842228571428,0,1
1648,1886,199,19,7,7,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,12:00:00,17:50:00,349.9999999999999,2,,,5,,,,1,1,1,1,1,1,3,6,3,2,4,4,4,6,6,5,6,6,6,6,6,3,102,151.0,14.0,,,4,4,4,4,2,3,5,,,5,0,,,2,,,,,5,4,5,3,2,,,,6,3,MANCHESTER,,,UNITED KINGDOM,15,3,1,2,2,2,2,1,0.6704842228571428,0,1
917,1381,544,18,6,92,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,21:00:00,22:30:00,90,2,,,2,,,,2,2,2,1,1,2,1,6,6,6,6,6,6,6,6,4,3,6,6,6,6,3,0,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,5,4,4,4,2,,,,6,3,,,,,99,2,1,4,2,2,2,1,0.3461202323943662,0,1
1495,397,17,2,4,22,B,1,2,1,2,FRONTIER,DENVER,670,19,14,1,4,22:00:00,1900-01-01 00:59:00,179,2,,,9,,,,1,2,2,2,2,1,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,0,,,,,4,4,4,4,4,4,0,,,3,0,,,2,,,,,1,4,3,3,2,,,,6,3,BARTLETT,TX,76511.0,US,11,3,1,1,2,2,2,1,0.20803797959183676,0,1
1728,1963,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,16:00:00,22:30:00,390.00000000000006,2,,,2,,,,2,1,1,2,2,1,2,3,3,3,3,3,2,6,6,6,4,6,6,6,6,3,102,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,9,4,5,3,2,,,,6,3,TORONTO,,,CANADA,13,3,2,2,3,2,2,1,0.3461202323943662,0,1
1946,1848,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,10:00:00,15:05:00,304.99999999999994,2,,,9,,,,1,2,1,1,1,2,0,3,3,3,3,3,3,3,3,3,4,6,4,0,3,3,102,151.0,35.0,206.0,,5,4,4,5,5,5,0,,,5,0,,,2,,,,,5,4,4,2,2,,,,6,3,NANTES,,,FRANCE,15,3,1,1,2,2,2,1,0.2863574857142857,0,1
722,2473,175,17,5,9,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,11:30:00,15:05:00,214.99999999999994,2,,,5,,,,1,2,2,1,2,1,4,4,4,4,5,5,5,6,5,5,5,0,5,5,6,BLANK,14,78.0,801.0,,,5,3,6,5,3,4,0,,,5,0,,,1,5.0,21.0,,,21,5,5,5,2,,,,6,2,SACRAMENTO,CA,95817.0,US,10,0,0,3,2,2,1,1,0.2863574857142857,0,1
1520,375,29,2,4,9,A,1,3,1,2,INTERJET,GUADALAJARA,821,21,22,4,2,07:20:00,10:45:00,205.00000000000006,2,,,2,,,,1,1,1,2,1,1,4,6,3,2,4,4,0,0,0,0,2,2,6,6,6,4,0,,,,,3,3,3,5,5,5,0,,,3,0,,,1,3.0,0.0,,,6,5,0,0,2,,,,6,0,,,,,99,6,1,0,0,0,0,2,3.8875283181818188,0,1
892,1504,518,15,3,52,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1106,7,53,2,2,19:15:00,22:40:00,205.00000000000006,2,,,5,,,,2,2,2,1,1,2,1,3,3,4,0,3,3,3,3,4,4,3,2,6,6,4,0,,,,,5,6,6,6,4,4,0,,,5,2,,,2,,,,,5,5,5,3,2,,,,6,3,CHAPEL HILL,NC,27516.0,US,12,2,1,3,2,2,2,1,1.1063322096317278,0,1
1865,1779,546,20,1,53,D,3,2,1,2,ALASKA,KAHULUI,1047,7,28,1,1,10:30:00,18:55:00,505.0000000000001,2,,,3,,,,0,1,1,1,1,2,1,4,4,4,5,6,5,6,5,5,5,6,6,6,6,4,201,,,,,5,6,6,5,5,5,0,,,4,0,,,2,,,,,11,5,5,2,2,,,,6,3,PERU,IL,61354.0,US,11,4,2,3,3,2,2,1,1.1063322096317278,0,1
2499,1003,906,11,6,81,F,2,2,1,2,UNITED,DENVER,720,30,14,1,4,15:00:00,15:41:00,41.000000000000014,2,,,3,,,,1,2,2,2,2,1,1,5,6,6,4,4,4,4,4,6,6,6,6,6,6,4,0,,,,,5,6,6,6,6,6,0,,,5,0,,,4,,,,,11,5,5,6,2,,,,6,3,SIGOURNEY,IA,52591.0,US,11,2,1,1,2,2,0,1,1.4869248022959185,0,1
3035,2341,601,22,3,72,F,2,2,1,2,UNITED,PORTLAND,612,30,50,1,2,13:24:00,17:00:00,216.00000000000003,2,,,3,,,,1,1,2,2,1,1,4,6,6,3,4,4,4,6,6,6,6,6,6,6,6,4,202,,,,,4,6,6,6,5,4,0,,,4,2,,,1,2.0,20.0,,,11,6,3,1,2,,,,6,3,SHERWOOD,OR,97140.0,US,10,7,2,2,2,2,2,1,1.4869248022959185,0,1
1868,1781,546,20,1,53,D,3,2,1,2,ALASKA,KAHULUI,1047,7,28,1,1,15:30:00,18:55:00,205.00000000000006,2,,,3,,,,2,1,1,1,3,1,2,4,3,3,4,4,4,3,3,4,6,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,11,6,4,3,2,,,,6,3,,,,IRELAND,15,4,2,0,2,2,2,1,1.1063322096317278,0,1
2347,908,160,15,3,43,C,2,1,1,2,DELTA,MINNEAPOLIS-ST. PAUL,756,16,38,3,4,09:00:00,11:05:00,125.00000000000003,2,,,4,,,,1,1,1,2,1,2,1,3,4,2,4,4,4,4,4,6,6,6,6,6,6,4,152,,,,,3,6,6,2,3,3,0,,,5,15,,,3,,,,,6,6,6,3,2,,,,6,3,BEIJING,,,CHINA,16,4,1,2,2,2,2,1,1.1789460781249999,0,1
1497,398,17,2,4,22,B,1,2,1,2,FRONTIER,DENVER,670,19,14,1,4,23:00:00,1900-01-01 00:59:00,119,3,,,2,,,,1,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,5,5,6,6,3,4,0,,,4,0,,,1,6.0,0.0,,,12,0,2,2,2,,,,6,2,VALLEY SPRINGS,CA,95252.0,US,10,4,2,0,2,0,1,1,0.20803797959183676,0,1
2776,1726,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,16:00:00,18:55:00,175.00000000000017,3,,,2,,,,1,1,1,1,1,1,3,3,2,2,4,4,4,3,3,3,4,4,6,6,6,3,0,,,,,5,6,6,4,4,4,0,,,4,1,,,2,,,,,5,0,5,4,2,,,,6,3,TEL AVIV,,,ISRAEL,17,3,2,1,2,2,2,1,0.6088812826086956,0,1
709,2356,638,30,4,6,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,10:00:00,13:05:00,185.00000000000006,3,,,1,,,0.0,1,0,0,1,1,1,2,3,3,2,4,3,3,3,0,2,4,4,3,3,3,3,22,,,,,3,3,3,4,1,3,0,,,5,0,,,2,,,,,6,0,5,5,2,,,,6,1,SOUTH SAN FRANCISCO,CA,94080.0,US,6,3,2,3,2,2,2,1,0.31916482222222214,0,1
328,2578,53,3,5,88,F,3,2,1,2,UNITED,BURBANK,1586,30,9,1,1,11:30:00,18:10:00,400.0000000000001,3,,,3,,,,0,0,1,1,3,1,4,3,4,4,5,5,4,0,4,3,3,4,4,3,3,4,991,992.0,,,,4,4,4,4,4,4,0,,,5,0,,,1,3.0,0.0,,,11,1,5,3,2,,,,6,3,MEDFORD,OR,97504.0,US,10,7,2,3,2,0,1,1,1.4869248022959185,0,1
2819,666,618,24,5,44,C,3,2,1,2,DELTA,LOS ANGELES,2670,16,34,1,4,16:30:00,19:10:00,160.00000000000006,3,,,2,,,,1,1,0,1,3,1,3,6,4,3,4,4,4,6,6,3,4,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,2,,,,,7,2,5,3,2,,,,6,1,CAMPBELL,CA,95008.0,US,7,3,2,0,2,1,1,1,1.1789460781249999,0,1
557,2497,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,13:20:00,16:45:00,204.99999999999991,3,,,2,,,,1,1,2,2,1,1,2,4,3,3,3,4,4,4,4,3,3,3,3,3,3,4,0,,,,,3,3,3,3,2,2,0,,,3,0,,,0,,,,,6,3,3,3,2,,,,6,3,DUBAI,,,UNITED ARAB EMIRATES,17,2,2,5,3,1,2,1,0.6704842228571428,0,1
1021,1337,541,18,6,98,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,18:30:00,20:05:00,94.99999999999983,3,,,6,,,,2,2,1,1,3,1,4,3,3,3,3,4,3,3,3,4,6,6,5,6,6,3,105,35.0,,,,3,3,6,3,2,2,0,,,3,20,22.0,,1,3.0,4.0,,,5,3,5,3,2,,,,6,1,SAN FRANCISCO,CA,94118.0,US,5,4,1,0,3,0,1,1,0.3461202323943662,0,1
2085,1039,110,11,6,10,A,3,2,1,2,JETBLUE,LONG BEACH,1635,22,33,1,1,16:30:00,17:49:00,79.00000000000004,3,,,5,,,,2,2,2,1,3,1,2,3,6,3,4,4,4,6,6,5,5,3,3,6,6,4,5,63.0,72.0,,,4,4,6,6,3,4,0,,,5,3,1.0,,1,5.0,21.0,,,6,3,3,2,2,,,,6,1,SOUTH SAN FRANCISCO,CA,94080.0,US,6,3,2,4,2,2,2,1,0.6704842228571428,0,1
1246,157,47,3,5,94,G,2,3,1,2,UNITED INTL,TOKYO-NARITA,837,31,69,8,4,07:45:00,11:30:00,225,3,,,7,,,,1,2,2,2,1,1,4,3,4,3,2,4,3,3,3,3,3,3,3,6,0,3,0,,,,,4,3,3,4,3,3,0,,,4,0,,,1,4.0,0.0,,,5,3,3,3,2,,,,6,3,SOKA,,,JAPAN,16,7,1,4,2,2,2,1,1.4869248022959185,0,1
766,1633,128,13,1,51,D,1,2,1,2,ALASKA,NEW YORK-JFK,1012,7,42,2,4,05:15:00,07:00:00,105.00000000000003,3,,,2,,,,1,2,2,2,1,1,3,6,6,6,0,3,3,6,6,1,4,6,4,6,6,3,0,,,,,4,3,6,3,4,4,0,,,3,4,,,2,,,,,5,3,4,4,2,,,,6,3,BROOKLYN,NY,11216.0,US,12,2,2,1,3,2,1,1,1.1063322096317278,0,1
2888,1669,633,30,4,76,F,1,1,1,2,UNITED,AUSTIN,5499,30,4,3,2,07:00:00,08:00:00,59.99999999999994,3,,,2,,,,2,1,2,2,3,1,4,2,3,3,3,3,3,3,3,6,0,2,3,3,3,4,41,,,,,3,3,0,4,3,4,0,,,2,21,,,3,,,,,0,3,4,0,2,,,,6,3,MEDFORD,OR,97501.0,US,10,5,2,3,2,2,0,1,1.4869248022959185,0,1
